Unitats;UTM (X);Explotador/s;Denominació comercial;Superfície;Signatura;Inici d'activitat;Localitat;Municipi;Subgrup;Excepcions ratio turístic;Memoria descriptiva;Categoria;Hotel de ciutat;Places;Grup;Estat;UTM(Y);Direcció;longitude;latitude
100;509560.12365;MARINER CLUB SA (A07258320);MARINER CLUB;;AT/1814;25/01/1990;Port D´Alcúdia;ALCÚDIA;Allotjaments;;;3 claus;;248;Apartaments turístics;Alta;4409692.05904;Carrer ATENAS, 1. 07410 Port D´Alcúdia, ALCÚDIA, Mallorca;3.1117331563348567;39.83718037626126
8;514745.977421;HOSTAL BRUSKE S.L. (B57876922);SALAS II;;AT/1816;01/02/1990;Cala Figuera;SANTANYÍ;Allotjaments;;;2 claus;;24;Apartaments turístics;Alta;4353189.49534;TOMARINAR, 13. 07659 Cala Figuera, SANTANYÍ, Mallorca;3.1710857353521726;39.32799477409499
20;532915.89263;SLR TURISMO ESPAÑA SL (B76229814);Apartamentos R2 Cala Millor II;;AT/1820;01/02/1990;Cala Millor;SON SERVERA;Allotjaments;;;2 claus;;94;Apartaments turístics;Alta;4383507.28937;Carrer SOL NAIXENT, S/N, S/N. 07560 Cala Millor, SON SERVERA, Mallorca;3.383389488649412;39.60067058961981
7;453009.41280000005;David Capdevila Sastre;Mallorca Rooms Paguera;;AT/1821;01/02/1990;Peguera;CALVIÀ;Allotjaments;;;2 claus;;20;Apartaments turístics;Alta;4376810.6843;Carrer MALLORCA, 6. 07160 Peguera, CALVIÀ, Mallorca;2.453154994334689;39.53967721177111
14;514422.466911;VILLAS CALA FIGUERA, S.L. (B57926289);VILLA PRIMERA;2335;AT/1824;01/02/1990;Cala Figuera;SANTANYÍ;Allotjaments;;;2 claus;;36;Apartaments turístics;Alta;4353277.53921;JUAN DE AUSTRIA,3, S/N. 07659 Cala Figuera, SANTANYÍ, Mallorca;3.1673342085540304;39.32879357668342
33;519884.33;Roc Hotels International, S.L. (B07833841);Alua Suites Las Rocas IV;;AT/1826;05/02/1990;Cala D´Or;SANTANYÍ;Allotjaments;;;3 claus;;99;Apartaments turístics;Alta;4357013.58;SOLARS 112 A 115 , URB. ES FORTI, 112-115. 07660 Cala D´Or, SANTANYÍ, Mallorca;3.2308148360145874;39.362349754308
20;539630.133683;JAUME ESTEVA CB (E07565807);QUIJOTE PARK;;AT/1828;06/02/1990;Cala Rajada;CAPDEPERA;Allotjaments;;;2 claus;;40;Apartaments turístics;Alta;4396650.84512;Carrer CA´N PATILLA, 15. 07590 Cala Rajada, CAPDEPERA, Mallorca;3.4623802446303076;39.718810188984904
35;532535.466914;AGON CALA D´OR, SLU (B57657702);SOL PARK;;AT/1829;07/02/1990;Cala Millor;SON SERVERA;Allotjaments;;;2 claus;;70;Apartaments turístics;Alta;4383846.21739;DÀLIA (URB. LOS ALMENDROS), S/N. 07560 Cala Millor, SON SERVERA, Mallorca;3.3789751975622657;39.60373894338726
22;513253.249541;LEOMAR HOTELES MANAGEMENT,SL (B57831505);SES ROQUETES;;AT/1830;09/02/1990;Can Picafort;SANTA MARGALIDA;Allotjaments;;;2 claus;;44;Apartaments turístics;Alta;4401863.67895;Carrer HERNAN CORTES, 2. 07458 Can Picafort, SANTA MARGALIDA, Mallorca;3.1547379585507165;39.766596456596744
18;510480.325425;Pins i Platja, SL (B07056203);Bonavida Pines;;AT/1831;09/02/1990;Port D´Alcúdia;ALCÚDIA;Allotjaments;;;2 claus;;36;Apartaments turístics;Alta;4409676.71435;Avinguda MINERVA, S/N. 07410 Port D´Alcúdia, ALCÚDIA, Mallorca;3.122487670917216;39.8370312638942
24;509931.448188;NAUJ AIRAM SL (B07781867);MIRADA;;AT/1832;09/02/1990;Port D´Alcúdia;ALCÚDIA;Allotjaments;;;2 claus;;48;Apartaments turístics;Alta;4407425.80828;GERANIS, 3. 07410 ALCÚDIA, Mallorca;3.1160386167513985;39.816757073556694
10;506466.00858;Caerus S.XXI Bliss Mallorca, S.L. (B57927022);Villa Alexia Apartments;;AT/1833;12/02/1990;Port De Pollença;POLLENÇA;Allotjaments;;;2 claus;;26;Apartaments turístics;Alta;4417422.82683;Carrer URXELLA, 22. 07470 Port De Pollença, POLLENÇA, Mallorca;3.075647453891289;39.90686374303974
125;455726.894339;JUTLANDIA BLANCA TURISMO SA (A07263775);JUTLANDIA;;AT/1835;13/02/1990;Santa Ponça;CALVIÀ;Allotjaments;;;3 claus;;250;Apartaments turístics;Alta;4373823.78708;DEL GOLF,1, S/N. 07180 Santa Ponça, CALVIÀ, Mallorca;2.4849768397548426;39.51290921649797
117;;Royal Hospitality Management, S.L. (B09932930);Wyndham PortoColom I;0;AT/1836;13/02/1990;Portocolom;FELANITX;Allotjaments;;;3 claus;;275;Apartaments turístics;Alta;;Carrer GAVINA.  URBANITZACIO CALA MARSAL, SN. 07670 Portocolom, FELANITX, Mallorca;;
17;514063.4334645;EROS SA (A07023138);EXAGON;;AT/1838;13/02/1990;Can Picafort;SANTA MARGALIDA;Allotjaments;;;3 claus;;34;Apartaments turístics;Alta;4400864.55909;RONDA DE LA PLETA, 46. 07458 Can Picafort, SANTA MARGALIDA, Mallorca;3.164175824664069;39.75758125399572
20;459803.255916;ALPER GROUP BALEAREN, SLU (B16548992);Alper Mallorca;;AT/1842;16/02/1990;Palmanova;CALVIÀ;Allotjaments;;;2 claus;;39;Apartaments turístics;Alta;4374878.61622;Carrer MIQUEL DELS SANTOS OLIVER, 20. 07181 Palmanova, CALVIÀ, Mallorca;2.5323313242453818;39.522613888287594
20;452596.81177;Unión Agrícola, Turística e Inmobiliaria, SLU (B07438385);LOS TILOS;;AT/1850;20/02/1990;Peguera;CALVIÀ;Allotjaments;;;3 claus;;52;Apartaments turístics;Alta;4376598.96573;Plaça MATILDE WARING, 3. 07160 Peguera, CALVIÀ, Mallorca;2.448368728392882;39.53774691791763
151;520047.55;FINCA LOS NARANJOS SA (A07232861);CALA DOR SOL;;AT/1860;22/03/1990;Cala D´Or;SANTANYÍ;Allotjaments;;;3 claus;;393;Apartaments turístics;Alta;4358574.77;ES REVELLS, S/N POL.14, S/N. 07660 Cala D´Or, SANTANYÍ, Mallorca;3.232756156358259;39.376413411304746
20;460129.159466;EXPLOTACIONES HOTELERAS SINIHA, S.L (B57840563);MAGALUF STRIP;;AT/1861;22/03/1990;Magaluf;CALVIÀ;Allotjaments;;;2 claus;;44;Apartaments turístics;Alta;4373399.26445;Carrer PUNTA BALLENA, S/N. 07181 Magaluf, CALVIÀ, Mallorca;2.5362115774015144;39.50929973494503
6;520348.115624;BOURBON ALIA SL (B57088239);BON AIRE;;AT/1873;22/03/1990;Cala Ferrera;FELANITX;Allotjaments;;;2 claus;;26;Apartaments turístics;Alta;4359000.8961;CALA FERRERA,SOL.14-POL.5, S/N. 07669 Cala Ferrera, FELANITX, Mallorca;3.2362587000533134;39.38024607081473
53;533439.060546;MARBEL CAN PASTILLA, SL (B57690737);ELEGANCE APARTAMENTOS SOL Y MAR;;AT/1875;22/03/1990;Cala Millor;SON SERVERA;Allotjaments;;;1 clau;;130;Apartaments turístics;Alta;4384532.31775;Carrer NA LLAMBIES, 57. 07560 Cala Millor, SON SERVERA, Mallorca;3.3895347265929248;39.609886043350556
22;536639.913567;SUREDA MAS CANYAMEL SL (B16615346);SA TORRE;;AT/1877;22/03/1990;Canyamel;CAPDEPERA;Allotjaments;;;3 claus;;51;Apartaments turístics;Alta;4394218.80233;VIA DE LES COVES, 52. 07589 Canyamel, CAPDEPERA, Mallorca;3.4273579135649506;39.69703116581444
44;519568.216553;Hotels & Resorts Blue Sea Management, SL (B57817215);BLUE SEA SES CASES D´OR;0;AT/1879;22/03/1990;Cala D´Or;SANTANYÍ;Allotjaments;Regularització de places que finalment s´ha d´autoritzar;;3 claus;;89;Apartaments turístics;Alta;4357221.76555;Carrer PARC DE LA MAR, 6. 07660 Cala D´Or, SANTANYÍ, Mallorca;3.227151533950579;39.3642328763387
119;507517.963601;ALOJAMIENTOS TURÍSTICOS VILLA CONCHA SL (B57854069);VILLA CONCHA;;AT/1882;22/03/1990;Port De Pollença;POLLENÇA;Allotjaments;;;4 claus;;238;Apartaments turístics;Alta;4417702.94131;Carrer NANCES, SN. 07470 Port De Pollença, POLLENÇA, Mallorca;3.0879577540581464;39.909378875246
74;505863.855822;LINEA TURISTICA SL (B07195761);HABITAT;;AT/1890;03/04/1990;Port De Pollença;POLLENÇA;Allotjaments;;;3 claus;;198;Apartaments turístics;Alta;4416934.30249;PORT DE POLLENSA, KM 58, S/N. 07470 POLLENÇA, Mallorca;3.0685983332090725;39.902466547005616
71;520014.808293;BIMONT BALEAR GESTION, SL (B57123994);Ola Cala d´Or;;AT/1891;03/04/1990;Cala D´Or;SANTANYÍ;Allotjaments;;;3 claus;;142;Apartaments turístics;Alta;4358532.72427;Carrer ES RAVELLS D´OR, S/N. 07660 Cala D´Or, SANTANYÍ, Mallorca;3.2323747653516097;39.3760353095964
6;520979.64343;LA VIE 2018, CB (E16573958);PLAYA MARINA;;AT/1897;18/04/1990;Cala Ferrera;FELANITX;Allotjaments;;;2 claus;;20;Apartaments turístics;Alta;4358912.46292;Carrer FARAIO, 10. 07669 Cala Ferrera, FELANITX, Mallorca;3.243588437185033;39.37943410851424
10;531977.623387;JUAN JOSE MASCARO CERDA;IRIS;;AT/1899;18/04/1990;Coma (La);SANT LLORENÇ DES CARDASSAR;Allotjaments;;;3 claus;;42;Apartaments turístics;Alta;4380591.77896;Carrer DÀLIES, 11. 07560 Coma (La), SANT LLORENÇ DES CARDASSAR, Mallorca;3.372320548408538;39.57443664463456
10;522167.396412;JUAN KING, SL (B07221963);CAN MARÇALET;0;AT/1903;18/04/1990;Portocolom;FELANITX;Allotjaments;Regularització de places;;1 clau;;19;Apartaments turístics;Alta;4362167.09456;Carrer GAVINA 34, CANTONADA CORB MARI 13, S/N. 07670 Portocolom, FELANITX, Mallorca;3.257486736014209;39.40873078543968
83;509325.998338;CESGARDEN SL (B07887441);PALM GARDEN;;AT/1913;07/05/1990;Port D´Alcúdia;ALCÚDIA;Allotjaments;;;2 claus;;166;Apartaments turístics;Alta;4408898.7792;REINA SOFIA S/N, S/N. 07410 Port D´Alcúdia, ALCÚDIA, Mallorca;3.1089855441052863;39.830035491474796
9;505993.501018;COMUNIDAD DE PROPIETARIOS EDIFICIO MOLINOS (H07727605);EL MOLINO;;AT/1915;07/05/1990;Palmeres (Les);POLLENÇA;Allotjaments;;;1 clau;;59;Apartaments turístics;Alta;4417179.66667;DEL BACALLÀ (URBANITZACIÓ LAS PALMERAS), 1. 07470 Palmeres (Les), POLLENÇA, Mallorca;3.07011724022754;39.90467635809694
7;526911.107793;INES LLODRA LLINAS;SES GAVINES I;;AT/1916;07/05/1990;Cala Anguila-Cala Mendia;MANACOR;Allotjaments;;;2 claus;;14;Apartaments turístics;Alta;4374708.54199;ALFONS XII, S/N, S/N. 07680 Cala Anguila-Cala Mendia, MANACOR, Mallorca;3.313092872641845;39.52160051324367
7;526911.107793;LORENZO MOREY PARERA;SES GAVINES II;;AT/1917;07/05/1990;Cala Anguila-Cala Mendia;MANACOR;Allotjaments;;;2 claus;;14;Apartaments turístics;Alta;4374708.54199;ALFONS XII, S/N. 07680 Cala Anguila-Cala Mendia, MANACOR, Mallorca;3.313092872641845;39.52160051324367
9;499612.780264;BALLESTER RIGO CB (E07778889);ES TRENC;;AT/1919;07/05/1990;Salines (Les);SES SALINES;Allotjaments;;;3 claus;;19;Apartaments turístics;Alta;4351957.26964;Carrer MARINA, 22. 07638 Salines (Les), SES SALINES, Mallorca;2.9955081012161253;39.31701700384968
25;460062.580611;AMLA EXPLOTACIONES TURISTICAS, SA (A83791558);GLOBALES CALA VIÑAS;;AT/1921;07/05/1990;Cala Vinyes;CALVIÀ;Allotjaments;;;3 claus;;50;Apartaments turístics;Alta;4371978.19046;LES SIRENES, 17. 07181 Cala Vinyes, CALVIÀ, Mallorca;2.535522380575323;39.49649236829881
24;455561.754272;;CASABLANCA APARTMENTS;;AT/1923;10/05/1990;Santa Ponça;CALVIÀ;Allotjaments;;;3 claus;;55;Apartaments turístics;Alta;4373860.79071;Via REI SANÇ, 4. 07180 Santa Ponça, CALVIÀ, Mallorca;2.4830533894552103;39.51323410044954
20;514211.444685;BAULOPARK SL (B07513500);VISTA PARK;;AT/1929;22/05/1990;Can Picafort;SANTA MARGALIDA;Allotjaments;;;3 claus;;62;Apartaments turístics;Alta;4401092.140915;Avinguda ROMANÍ, 7. 07458 Can Picafort, SANTA MARGALIDA, Mallorca;3.1659086136847314;39.759629341626486
4;522366.008259;AUTOS BARCELO RENT A CAR, SL (B07811037);PORTO SUN;;AT/1938;22/05/1990;Portocolom;FELANITX;Allotjaments;;;1 clau;;12;Apartaments turístics;Alta;4362545.2168;CALA MARSAL, 18. 07670 Portocolom, FELANITX, Mallorca;3.259806345817026;39.41213277549013
40;531945.1;BEDS & ROOMS PLAYAMAR S.L. (B57851909);PLAYAMAR II;;AT/1950;04/06/1990;Illot (L´);SANT LLORENÇ DES CARDASSAR;Allotjaments;;;2 claus;;85;Apartaments turístics;Alta;4379837.95;PONENT, S/N. 07687 Illot (L´), SANT LLORENÇ DES CARDASSAR, Mallorca;3.3719055886656943;39.56764564670292
106;455310.922912;EMPRESA MALLORQUINA DE SERVICIOS SL (B07071822);SUN BEACH;;AT/1964;09/07/1990;Santa Ponça;CALVIÀ;Allotjaments;;;2 claus;;212;Apartaments turístics;Alta;4374548.70258;Carrer RAMON MONCADA, 25. 07180 Santa Ponça, CALVIÀ, Mallorca;2.4800893959759502;39.51941930223986
20;539630.133683;NEGOCIS S´AMFORA, SL (B07463904);S´AMFORA;;AT/1973;20/07/1990;Cala Rajada;CAPDEPERA;Allotjaments;;;2 claus;;56;Apartaments turístics;Alta;4396650.84512;SECRET, 1. 07590 Cala Rajada, CAPDEPERA, Mallorca;3.4623802446303076;39.718810188984904
12;536639.913567;PROGRAMMA SA (A07035215);SOL RADIANTE;;AT/1975;24/08/1990;Canyamel;CAPDEPERA;Allotjaments;;;2 claus;;24;Apartaments turístics;Alta;4394218.80233;DE SES COVES, SN. 07589 Canyamel, CAPDEPERA, Mallorca;3.4273579135649506;39.69703116581444
9;499688.025172;APARTAMENTS MIRANT CABRERA, SL (B57743049);LEMAR;;AT/1977;24/08/1990;Colònia De Sant Jordi;SES SALINES;Allotjaments;;;2 claus;;31;Apartaments turístics;Alta;4351963.02988;Carrer BONANÇA, 18. 07638 Colònia De Sant Jordi, SES SALINES, Mallorca;2.9963809685910965;39.31706893900584
24;536639.913567;COMPAÑIA HOTELERA MALLORQUINO SUIZA SA (A07010879);LAGUNA GARDEN;;AT/1983;24/08/1990;Canyamel;CAPDEPERA;Allotjaments;;;3 claus;;48;Apartaments turístics;Alta;4394218.80233;Carrer COSTA I LLOBERA S/N, S/N. 07589 Canyamel, CAPDEPERA, Mallorca;3.4273579135649506;39.69703116581444
165;509464.3587445;MURO CLUB, SL (B07303167);BQ ALCUDIA SUN VILLAGE;;AT/1988;26/11/1990;Platja De Muro;MURO;Allotjaments;;;2 claus;;358;Apartaments turístics;Alta;4406954.8584;CIRCUIT DEL LLAC,  LAS GAVIOTAS, 60. 07440 Platja De Muro, MURO, Mallorca;3.110574373827398;39.812519109244185
23;522114.75467;EXPLOTACIONES DELTA SA (A07232192);DELTA;;AT/1992;26/11/1990;Portocolom;FELANITX;Allotjaments;;;1 clau;;46;Apartaments turístics;Alta;4363099.55713;Carrer ROMANÍ, CANTONADA ASSUMPCIÓ, S/N. 07670 Portocolom, FELANITX, Mallorca;3.2569061125110044;39.417134208518725
6;520033.574659;MOLILY DALMAU LEON VELARDE;OSA MENOR;;AT/1993;28/11/1990;Cala D´Or;SANTANYÍ;Allotjaments;;;1 clau;;33;Apartaments turístics;Alta;4358859.06328;SA PUNTA GROSSA,5, S/N. 07660 Cala D´Or, SANTANYÍ, Mallorca;3.232602402249241;39.37897541634255
18;526037.740315;AGUAMARINA NATURE, SLU (B57661142);SOL ROMANTICA;;AT/1995;26/11/1990;Estany D´En Mas (L´);MANACOR;Allotjaments;;;2 claus;;36;Apartaments turístics;Alta;4374210.68046;VIOLETES-CALA ROMANTICA, 28. 07689 Estany D´En Mas (L´), MANACOR, Mallorca;3.3029124709396016;39.5171414908505
40;531974.397555;BEDS & ROOMS PINOMAR S.L. (B57851941);EUROPA;;AT/2000;26/11/1990;Coma (La);SANT LLORENÇ DES CARDASSAR;Allotjaments;;;2 claus;;84;Apartaments turístics;Alta;4380786.62665;Carrer DÀLIES, 30. 07560 Coma (La), SANT LLORENÇ DES CARDASSAR, Mallorca;3.3722923816123034;39.576192395965336
144;509726.0771395;GUIYENT, S.L. (B07186893);SOL DE ALCUDIA;;AT/2010;09/05/1991;Port D´Alcúdia;ALCÚDIA;Allotjaments;;;2 claus;;318;Apartaments turístics;Alta;4409220.503045;Carrer TORTORA, 1. 07400 Port D´Alcúdia, ALCÚDIA, Mallorca;3.113665716720843;39.832929752655794
30;519762.165076;HOTELERA LLAHO SL (B07063134);ARIEL;;AT/2013;09/05/1991;Cala D´Or;SANTANYÍ;Allotjaments;;;2 claus;;60;Apartaments turístics;Alta;4358611.00392;SANTA EULALIA, S/N. 07660 Cala D´Or, SANTANYÍ, Mallorca;3.229443872838267;39.37674648452702
14;507165.098757;MARINA PORT DE POLLENÇA SL (B57298242);MARINA;;AT/2017;07/06/1991;Port De Pollença;POLLENÇA;Allotjaments;;;3 claus;;30;Apartaments turístics;Alta;4417516.19156;Carrer ANGLADA CAMARASA, 7. 07470 Port De Pollença, POLLENÇA, Mallorca;3.0838273023772085;39.90769932982391
54;467969.897201;CESGARDEN SL (B07887441);Gomila Palma Apartments;;AT/2020;28/06/1991;Palma;PALMA;Allotjaments;;;3 claus Superior;;100;Apartaments turístics;Alta;4379728.85121;Avinguda JOAN MIRO, 5-7. 07014 PALMA, Mallorca;2.6271100918401564;39.56665946442599
60;533377.869601;PROMOCIONES TURISTICAS DE CALA MILLOR, SL (B07160393);FLORIANA II;;AT/2024;21/08/1991;Cala Bona;SON SERVERA;Allotjaments;;;3 claus;;120;Apartaments turístics;Alta;4384855.47202;URBANITZACIO SON FLORIANA, SOLARS F1-F2, S/N. 07559 Cala Bona, SON SERVERA, Mallorca;3.3888382113967106;39.612800115713654
5;512772.805174;LOURDES GARAU TUGORES;CONFLUENTIA PLAYA;;AT/2027;04/11/1991;Can Picafort;SANTA MARGALIDA;Allotjaments;;;2 claus;;10;Apartaments turístics;Alta;4402177.9617;Carrer PLATJA, 22. 07458 Can Picafort, SANTA MARGALIDA, Mallorca;3.1491346710988295;39.769435528941656
20;509909.138476;ISAONAS,S.L. (B51201127);MIRADA DE ALCUDIA II;;AT/2029;15/11/1991;Port D´Alcúdia;ALCÚDIA;Allotjaments;;;3 claus;;40;Apartaments turístics;Alta;4407401.37171;GERANIS, 2. 07410 ALCÚDIA, Mallorca;3.115777582095582;39.81653715873223
10;522691.970616;ALOJAMIENTOS MARIVENT CB (E57900979);MAR Y VENT;;AT/2039;01/06/1992;Portocolom;FELANITX;Allotjaments;;;1 clau;;20;Apartaments turístics;Alta;4362524.07803;ASSUMPCIÓ, 16. 07670 Portocolom, FELANITX, Mallorca;3.2635920107826797;39.41193378461515
19;532747.885689;MOLIJA SA (A07151285);S´ATALAYA;;AT/2045;03/02/1993;Cala Millor;SANT LLORENÇ DES CARDASSAR;Allotjaments;;;3 claus;;44;Apartaments turístics;Alta;4383239.94741;BON TEMPS, SOL.F-1,2, S/N. 07560 Cala Millor, SANT LLORENÇ DES CARDASSAR, Mallorca;3.3814194472708663;39.598268218362875
35;532747.885689;EXPLOTACIONS MESPO, SL (B57703142);SANTA MARIA;;AT/2052;28/04/1993;Cala Millor;SANT LLORENÇ DES CARDASSAR;Allotjaments;;;3 claus;;84;Apartaments turístics;Alta;4383239.94741;BON TEMPS S/N, S/N. 07560 Cala Millor, SANT LLORENÇ DES CARDASSAR, Mallorca;3.3814194472708663;39.598268218362875
15;506264.316583;BELLAUBA HOTELES Y APARTAMENTOS SL (B07998677);LAS VELAS II;0;AT/2053;28/04/1993;Port De Pollença;POLLENÇA;Allotjaments;;;3 claus Superior;;30;Apartaments turístics;Alta;4416289.58081;Carrer FALCO, 16. 07470 Port De Pollença, POLLENÇA, Mallorca;3.073276933645545;39.89665476976214
20;519948.049319;APARTAMENTOS CALA GRAN, SL (B57117673);CALA GRAN II;;AT/2055;27/05/1993;Cala D´Or;SANTANYÍ;Allotjaments;;;2 claus;;41;Apartaments turístics;Alta;4358649.73775;DELS REVELLS D´OR, 7. 07660 Cala D´Or, SANTANYÍ, Mallorca;3.231603174041349;39.37709122807413
66;509704.76903;EXMA SA (A07226350);LAGO PARK 2;;AT/2056;14/10/1993;Platja De Muro;MURO;Allotjaments;;;3 claus;;132;Apartaments turístics;Alta;4407117.04425;URBANITZACIÓ LAS GAVIOTAS, S/N. 07440 MURO, Mallorca;3.113385540721904;39.81397770554235
19;532857.075238;OLSAEN, SA (A07015902);MORITO BEACH;;AT/2060;21/10/1993;Cala Millor;SANT LLORENÇ DES CARDASSAR;Allotjaments;;;2 claus;;38;Apartaments turístics;Alta;4383091.0529;BONANÇA, 2. 07560 Cala Millor, SANT LLORENÇ DES CARDASSAR, Mallorca;3.3826837846609896;39.596922463279334
23;477818.972187;VILADOT-IRAOLA SA (A08206005);LEMAN;;AT/2064;17/12/1993;Platja De Palma;PALMA;Allotjaments;;;3 claus;;46;Apartaments turístics;Alta;4374646.65695;Carrer MAR NEGRE, 5. 07600 PALMA, Mallorca;2.7419399516625265;39.521178085925946
23;528450.634588;CONJUNTO VACACIONAL Y RESIDENCIAL DRACH, SL (B84652767);DRACH;;AT/2069;17/03/1994;Portocristo;MANACOR;Allotjaments;;;3 claus;;46;Apartaments turístics;Alta;4376580.03405;Carretera DE LES COVES, 29. 07680 Portocristo, MANACOR, Mallorca;3.331084052858924;39.538413756937196
9;514602.665518;HOTEL VILLA SIRENA I APARTAMENTS, SL (B16620791);VILLA SIRENA;;AT/2070;19/04/1994;Cala Figuera;SANTANYÍ;Allotjaments;;;3 claus;;21;Apartaments turístics;Alta;4353329.60914;Carrer ESGLÉSIA, 1. 07659 Cala Figuera, SANTANYÍ, Mallorca;3.169426055804376;39.32925974457143
46;513084.310488;SIBU SA (A07036205);GRAN BAHIA;;AT/2071;19/04/1994;Can Picafort;SANTA MARGALIDA;Allotjaments;;;2 claus;;98;Apartaments turístics;Alta;4401725.811965;Carrer ALMIRANTE CERVERA, 2. 07458 Can Picafort, SANTA MARGALIDA, Mallorca;3.15276277662137;39.76535686920324
36;519558.44;Hotels & Resorts Blue Sea Management, SL (B57817215);BLUE SEA ES BOLERO;0;AT/2072;03/05/1994;Cala D´Or;SANTANYÍ;Allotjaments;Regularització de places que finalment s´ha d´autoritzar;;3 claus;;84;Apartaments turístics;Alta;4357134.95;MARINA ESQ.PARC DE LA MAR, S/N. 07660 Cala D´Or, SANTANYÍ, Mallorca;3.2270355139981497;39.36345082700721
27;532092.947668;Hotels & Resorts Blue Sea Management, SL (B57817215);BLUE SEA GRAN PLAYA;;AT/2075;28/06/1994;Coma (La);SANT LLORENÇ DES CARDASSAR;Allotjaments;;;3 claus;;54;Apartaments turístics;Alta;4380987.9349;Carrer CARDS, 15. 07560 Coma (La), SANT LLORENÇ DES CARDASSAR, Mallorca;3.3736824262814493;39.57800180735419
31;520440.953507;BLAU STRAND SL (B57096448);AZUL PLAYA;;AT/2076;11/07/1994;Cala Ferrera;FELANITX;Allotjaments;;;3 claus;;97;Apartaments turístics;Alta;4358938.98626;CALA D´OR, 21. 07669 Cala Ferrera, FELANITX, Mallorca;3.2373347280038343;39.37968602686254
81;509550.143174;COSIOR SL (B60187119);LAGOON CENTER;;AT/2084;10/11/1994;Port D´Alcúdia;ALCÚDIA;Allotjaments;;;3 claus;;162;Apartaments turístics;Alta;4409326.61816;DE FRANÇA, 2. 07410 ALCÚDIA, Mallorca;3.111611180911949;39.83388785081078
120;455668.780753;EASY BEDS SLU (B57270654);HOLIDAY PARK;;AT/2087;29/03/1995;Santa Ponça;CALVIÀ;Allotjaments;;;2 claus;;240;Apartaments turístics;Alta;4374631.01181;RAMON DE MONCADA, 35. 07180 Santa Ponça, CALVIÀ, Mallorca;2.4842470531653187;39.5201794678382
20;498950.46431;ANDREAS II, CB (E57643660);ANDREA´S;;AT/2090;28/04/1995;Colònia De Sant Jordi;SES SALINES;Allotjaments;;;3 claus;;40;Apartaments turístics;Alta;4352616.8635;Carrer CARAVEL.LA, 18. 07638 Colònia De Sant Jordi, SES SALINES, Mallorca;2.9878239496124004;39.32295996233792
143;;PIRATES VILLAGE SP, S.L. (B16602815);PIRATES VILLAGE;;AT/2098;31/07/1995;Santa Ponça;CALVIÀ;Allotjaments;;;3 claus;;286;Apartaments turístics;Alta;;Avinguda JAUME I, 114. 07180 Santa Ponça, CALVIÀ, Mallorca;;
25;499704.505144;HOTEL CABRERA SA (A07025364);ISLA DE CABRERA I;;AT/2099;01/09/1995;Colònia De Sant Jordi;SES SALINES;Allotjaments;;;3 claus;;50;Apartaments turístics;Alta;4352333.23614;SALOBRAR, S/N. 07638 Colònia De Sant Jordi, SES SALINES, Mallorca;2.996571979976774;39.320404822670284
14;520234.838545;MAPI CALA D´OR SL (B07123102);SIRER;;AT/2100;03/11/1995;Cala D´Or;SANTANYÍ;Allotjaments;;;2 claus;;42;Apartaments turístics;Alta;4358702.21619;S´ESPALMADOR, 7. 07660 Cala D´Or, SANTANYÍ, Mallorca;3.2349344468024386;39.37755742061204
16;520729.558054;SERENA SOL SA (A07240070);SERENA SOL;;AT/2102;05/12/1995;Cala Ferrera;FELANITX;Allotjaments;;;2 claus;;32;Apartaments turístics;Alta;4359245.97085;URBANITZACIO NA PENYAL, S/N. 07669 Cala Ferrera, FELANITX, Mallorca;3.240695114965085;39.382445286058
7;520525.904356;GREEN RESORT & SPA FERRERA BEACH, SL (B07907132);SES OLIVERES;;AT/2103;30/11/1995;Cala Ferrera;FELANITX;Allotjaments;;;2 claus;;18;Apartaments turístics;Alta;4359224.1279;NA PONT, 63. 07669 Cala Ferrera, FELANITX, Mallorca;3.2383298003357464;39.38225333337033
12;531355.992137;EXPLOTACIONES TURISTICAS SA COMA, SL (B57042186);JARCAL;;AT/2113;18/07/1996;Coma (La);SANT LLORENÇ DES CARDASSAR;Allotjaments;;;2 claus;;24;Apartaments turístics;Alta;4381572.65232;LES PALMERES, 171. 07560 Coma (La), SANT LLORENÇ DES CARDASSAR, Mallorca;3.3651293066921064;39.583297546478576
15;452611.98543;Carabelafamily2019, SL (B16643900);CARABELA II;;AT/2115;30/10/1996;Peguera;CALVIÀ;Allotjaments;;;3 claus;;40;Apartaments turístics;Alta;4376623.65535;Carrer EUCALIPTUS, 4. 07160 Peguera, CALVIÀ, Mallorca;2.448543536373369;39.53797021178117
20;510281.782655;RESORTS MALLORCA HOTELS INTERNATIONAL, SL (B07993991);DIANA II;;AT/2117;27/12/1996;Port D´Alcúdia;ALCÚDIA;Allotjaments;;;2 claus;;60;Apartaments turístics;Alta;4409872.24128;Carrer NEPTU, 2. 07410 Port D´Alcúdia, ALCÚDIA, Mallorca;3.1201702990184668;39.838795395175296
12;452582.438088;INNER HOTELS SL (B16616997);NIZA;;AT/2129;10/07/1997;Peguera;CALVIÀ;Allotjaments;;;2 claus;;24;Apartaments turístics;Alta;4376451.23478;Carrer NIÇA CANTONADA MARESELVA, S/N. 07160 Peguera, CALVIÀ, Mallorca;2.4482120082374674;39.53641505266862
