Unitats;UTM (X);Explotador/s;Denominació comercial;Superfície;Signatura;Inici d'activitat;Localitat;Municipi;Subgrup;Excepcions ratio turístic;Memoria descriptiva;Categoria;Hotel de ciutat;Places;Grup;Estat;UTM(Y);Direcció;longitude;latitude
8;494364.900858;CAN JUANI, S.L. (B57154437);CAN RIERA;;H/3021;26/02/2010;Moscari;SELVA;Allotjaments;;;4 estrelles;;16;Hotel;Alta;4401735.10718;Passeig DE SA CREU, 4-6. 07314 Moscari, SELVA, Mallorca;2.9342085616369524;39.765522502675466
16;;BENPETIT, SL (B16596579);BOUTIQUE HOTEL PETIT MONTI-SIÓN;0;H/3022;19/07/2017;Palma;PALMA;Allotjaments;Excepció article 5.5 llei 8/2012, hotel de ciutat;;4 estrelles;;32;Hotel;Alta;;Carrer SOCORS, 3. 07002 PALMA, Mallorca;;
10;467866.0173000004;GESTION ALCINA SL (B07673502);JOE´S GOMILA BOUTIQUE HOTEL;611;H/3023;21/02/2022;Palma;PALMA;Allotjaments;Excepció article 5.5 llei 8/2012, hotel de ciutat;;4 estrelles;Sí;20;Hotel;Alta;4379290.0243;Carrer GERMANS SCHEMBRI, 2. 07014 PALMA, Mallorca;2.6259220059648176;39.56270162091802
118;469260.0647;HORRACH MOYA HOTELS SL (B57088510);HM Palma Blanc;11612;H/3024;31/05/2022;Palma;PALMA;Allotjaments;Excepció article 5.5 llei 8/2012, hotel de ciutat;;4 estrelles Superior;Sí;236;Hotel;Alta;4380711.5745;Carrer RAMÓN Y CAJAL, 12. 07011 PALMA, Mallorca;2.6420842303570136;39.575561311896415
19;469758.60450000037;EMBAT GESTIO, S.L. (B67965160);Can Cirera;1135;H/3025;07/03/2022;Palma;PALMA;Allotjaments;Excepció article 5.5 llei 8/2012, hotel de ciutat;;4 estrelles;Sí;38;Hotel;Alta;4379897.2785;Carrer PALAU REIAL, 23. 07001 PALMA, Mallorca;2.6479259133008077;39.568241993946714
9;;Son Morlana Investments SL (B02902013);Hotel Can Quetglas;537;H/3026;14/06/2022;Palma;PALMA;Allotjaments;Disposició transitòria primera de la Llei 6/2017 de 31 de juliol;;4 estrelles;Sí;18;Hotel;Alta;;Carrer Santa Rita, 13. 07014 PALMA, Mallorca;;
79;456657.5099999998;Santa Ponsa Hotel Opco, SLU (B16942070);Hotel Kimpton Aysla Mallorca;15575;H/3027;28/09/2022;Santa Ponça;CALVIÀ;Allotjaments;;;5 estrelles Gran Luxe;No;156;Hotel;Alta;4373130.92;Avinguda GOLF, 35-37. 07180 Santa Ponça, CALVIÀ, Mallorca;2.4958472911359726;39.506713786926866
16;;POINT SOUTH HOTELS SL (B07823636);Puro Grand Hotel;1397;H/3028;30/09/2022;Palma;PALMA;Allotjaments;Excepció article 5.5 llei 8/2012, hotel de ciutat;;5 estrelles;Sí;32;Hotel;Alta;;Carrer FORN DE LA GLORIA, 5. 07012 PALMA, Mallorca;;
36;532121.952764;BENETANJO, SL (B57245425);BRISA MARINA;;H/3029;07/05/1965;Illot (L´);SANT LLORENÇ DES CARDASSAR;Allotjaments;;;4 estrelles;;71;Hotel;Alta;4379954.9411;Avinguda NEPTÚ, 15. 07687 Illot (L´), SANT LLORENÇ DES CARDASSAR, Mallorca;3.3739701343327675;39.56869316271008
17;;FERRAGUT-PIRIS, SL (B16613630);NEMA HOTEL BOUTIQUE & SPA;757;H/3030;22/03/2023;Artà;ARTÀ;Allotjaments;Excepció article 5.5 llei 8/2012, hotel de ciutat;;4 estrelles;Sí;34;Hotel;Alta;;Carrer Costa d´en Torreta, 3. 07570 ARTÀ, Mallorca;;
56;;PLAZA MADRID JUMARJOJO, SL (B72501588);JS Hotel Palma Plaza;2504;H/3031;31/03/2023;Palma;PALMA;Allotjaments;Disposició transitòria primera de la Llei 6/2017 de 31 de juliol;;4 estrelles;Sí;112;Hotel;Alta;;Plaça Madrid, 13. 07011 PALMA, Mallorca;;
21;;Hotel Can Aulí, SL (B57897654);Can Aulí Luxury Retreat;828;H/3032;10/06/2021;Pollença;POLLENÇA;Allotjaments;Disposició transitòria primera de la Llei 6/2017 de 31 de juliol;;5 estrelles;Sí;42;Hotel;Alta;;Carrer Mallorca, 40. 07460 POLLENÇA, Mallorca;;
138;532462.8914999999;SA COMA RESORT, SL (B58252669);Protur Biomar Sensatori Resort;24187;H/3033;01/06/2022;Coma (La);SANT LLORENÇ DES CARDASSAR;Allotjaments;Disposició transitòria primera de la Llei 6/2017 de 31 de juliol;;5 estrelles;No;264;Hotel;Alta;4381580.369200001;Carrer EUCALIPTUS, 6. 07560 Coma (La), SANT LLORENÇ DES CARDASSAR, Mallorca;3.378018872496325;39.58332586309861
116;478778.388901;Gastro Und Servicegesellschaft One S.L. (B57959124);Planet Blue Hotel;;H/3034;01/01/1961;Platja De Palma;PALMA;Allotjaments;;;3 estrelles;;196;Hotel;Alta;4373091.06972;Carrer CANNES, 23. 07600 Platja De Palma, PALMA, Mallorca;2.7531515759211156;39.50718574711608
37;469835.5532999998;HOTEL NOBIS PALMA, S.L.U. (B44602811);HOTEL NOBIS PALMA;3300;H/3035;08/09/2023;Palma;PALMA;Allotjaments;Excepció article 5.5 llei 8/2012, hotel de ciutat;;5 estrelles Gran Luxe;Sí;74;Hotel;Alta;4380372.7138;Carrer CAPUTXINES, 9. 07003 PALMA, Mallorca;2.6488001322261296;39.57252852018656
4;501283.68000000017;Calvario Plaza Hotel, SL (B16850950);Calvario Plaza Hotel;409;H/3036;16/10/2023;Pollença;POLLENÇA;Allotjaments;;;4 estrelles;Sí;8;Hotel;Alta;4414168.045;Placeta MARTORELL, 7-8. 07460 POLLENÇA, Mallorca;3.0150117012454762;39.877561955030814
8;528717.2313000001;CAS PADRI BARCELO SL (B57997256);Hotel Bini;495;H/3037;16/02/2024;Portocristo;MANACOR;Allotjaments;Excepció article 5.5 llei 8/2012, hotel de ciutat;;3 estrelles;Sí;15;Hotel;Alta;4376912.147700001;Carrer D´EN SUREDA, 27. 07680 Portocristo, MANACOR, Mallorca;3.334200778513343;39.54139734446626
208;509895.85450000037;Promociones Puerto de Alcúdia, SL (B07180391);THB Bamboo Alcúdia;0;H/3038;06/11/1997;Port D´Alcúdia;ALCÚDIA;Allotjaments;;;4 estrelles;;402;Hotel;Alta;4409063.6862;Avinguda DE PERE MAS I REUS, 3 lletra A. 07400 Port D´Alcúdia, ALCÚDIA, Mallorca;3.115647480082969;39.8315148648221
328;459655.006287;INVERSIONES INMOBILIARIAS CALA LLONGA SA (A07052228);Fergus Club Mallorca Waterpark I;;H/3039;15/02/1990;Magaluf;CALVIÀ;Allotjaments;;;4 estrelles;;656;Hotel;Alta;4373268.02959;Carrer BLANCA, 8. 07181 Magaluf, CALVIÀ, Mallorca;2.530704226372007;39.50809514141689
328;459717.706068;INVERSIONES INMOBILIARIAS CALA LLONGA SA (A07052228);Fergus Club Mallorca Waterpark II;;H/3040;15/02/1990;Magaluf;CALVIÀ;Allotjaments;;;4 estrelles;;656;Hotel;Alta;4373493.92117;GALEÓN, 11. -, -;2.531419860423266;39.51013342606605
17;529926.4607500001;MARINS PLAYA SA (A07158223);Juz de Yartan Arthotel;963;H/3041;09/04/2024;Artà;ARTÀ;Allotjaments;Disposició transitòria primera de la Llei 6/2017 de 31 de juliol;;4 estrelles;Sí;34;Hotel;Alta;4394013.18085;Carrer DE RAFEL BLANES, 27. 07570 ARTÀ, Mallorca;3.349046226667868;39.695440275093304
280;459619.878842;INVERSIONES INMOBILIARIAS CALA LLONGA SA (A07052228);TENT CALVIA BEACH;;H/3042;13/04/1989;Magaluf;CALVIÀ;Allotjaments;;;3 estrelles;;560;Hotel;Alta;4373237.09883;Carrer BLANCA, 7. 07181 Magaluf, CALVIÀ, Mallorca;2.5302975107716805;39.50781479702557
31;;Alcazar Explotaciones, S.L. (B56705726);Alcázar Hotel Sóller;2460;H/3043;25/07/2024;Sóller;SÓLLER;Allotjaments;Disposició transitòria primera de la Llei 6/2017 de 31 de juliol;;4 estrelles Superior;Sí;62;Hotel;Alta;;Carrer Romaguera, 25. 07100 SÓLLER, Mallorca;;
16;465359.98570462875;Summum Hotel Group, S.A. (A07221419);Belle Marivent Mediterranean Petit Hotel;904;H/3044;02/10/2024;Cala Major;PALMA;Allotjaments;Disposició transitòria primera de la Llei 6/2017 de 31 de juliol;;4 estrelles;Sí;30;Hotel;Alta;4377725.468431238;Avinguda JOAN MIRÓ, 250. 07015 Cala Major, PALMA, Mallorca;2.596831069519574;39.54850698849401
160;;MIRANDA Y PEÑARANDA, SL (B07044423);Purobeach Resort Santa Ponsa Oasis del Mar;0;H/3045;24/02/2010;Santa Ponça;CALVIÀ;Allotjaments;;;5 estrelles;;304;Hotel;Alta;;Avinguda NUNYO SANÇ, 14. 07180 Santa Ponça, CALVIÀ, Mallorca;;
260;509765.559098;ALLTOURS ESPAÑA SL (B35379841);EDEN ALCUDIA;;H/3046;17/09/1996;Port D´Alcúdia;ALCÚDIA;Allotjaments;;;4 estrelles;;520;Hotel;Alta;4407403.7674;Carretera ARTA-ALCUDIA, 135. 07410 Port D´Alcúdia, ALCÚDIA, Mallorca;3.114100050965176;39.816560405834444
37;501120.34;SANT JOAN DE LA FONTSANTA SL (B57698250);FONTSANTA HOTEL-THERMAL, SPA & WELLINES;;H/305;01/01/1943;Campos;CAMPOS;Allotjaments;;;5 estrelles;;76;Hotel;Alta;4356289.78;CAMPOS- COLONIA SANT JORDI KM 8, S/N. 07630 CAMPOS, Mallorca;3.0130036077122897;39.3560559015491
101;504790.602041;MOLINS HOTEL SA (A07016769);MOLINS;;H/316;01/05/1957;Cala Sant Vicenç;POLLENÇA;Allotjaments;;;5 estrelles;;194;Hotel;Alta;4418792.66941;CALA MOLINS S/N, S/N. 07469 Cala Sant Vicenç, POLLENÇA, Mallorca;3.056056523893952;39.919217064149
63;;HOTELERA IRIS SA (A07046253);IRIS;;H/32;01/01/1960;Platja De Palma;PALMA;Allotjaments;;;3 estrelles;;117;Hotel;Alta;;Carrer AMILCAR, 3. 07600 Platja De Palma, PALMA, Mallorca;;
16;522499.7028000001;PORTOTEAM,SL (B57305427);PORTO COLOM;0;H/320;15/10/1954;Portocolom;FELANITX;Allotjaments;;;1 estrella;;35;Hostal;Alta;4363404.0108;Carrer CAPITÀ BARCELÓ, 26. 07670 Portocolom, FELANITX, Mallorca;3.261388239989793;39.41986756159411
30;507225.292568;MIRQUESSON, SL (B57463440);CAPRI;;H/321;01/01/1959;Port De Pollença;POLLENÇA;Allotjaments;;;3 estrelles Superior;;56;Hotel;Alta;4417584.36841;ANGLADA CAMARASSA, 69. 07470 POLLENÇA, Mallorca;3.084532287655966;39.90831308771695
7;501427.478567;GENERACIO 1907 SL (B57746471);JUMA;0;H/324;11/08/1958;Pollença;POLLENÇA;Allotjaments;Regularització de places;;3 estrelles;;14;Hotel;Alta;4414115.81575;Plaça MAJOR, 9. 07460 POLLENÇA, Mallorca;3.016693206438184;39.87709113997919
42;473360.192246;CITRIC TURISTIC, SL (B57658296);Salino Port;0;H/327;01/01/1956;Port (El);SÓLLER;Allotjaments;;;4 estrelles Superior;;84;Hotel;Alta;4404852.85194;Camí DEL FAR DE MULETA S/N, S/N. 07108 Port (El), SÓLLER, Mallorca;2.6888479969513863;39.793215350479755
38;473980.84533;MIRAPORT SL (B07807415);MIRAMAR;;H/330;18/06/1952;Port (El);SÓLLER;Allotjaments;;;2 estrelles;;72;Hotel;Alta;4405301.2539;Carrer MARINA, 12. 07108 Port (El), SÓLLER, Mallorca;2.6960793246636428;39.797274660076376
25;514633.7665315;HOSTALBOT BALEAR SL (B57061491);MAR I CEL;;H/338;05/05/1960;Cala Figuera;SANTANYÍ;Allotjaments;;;1 estrella;;49;Hostal;Baixa temporal;4353340.63806;GREC, 7, S/N. 07659 Cala Figuera, SANTANYÍ, Mallorca;3.1697871412373186;39.32935859827086
81;519910.678736;HOTELES GAVIMAR SA (A07063134);CALA GRAN;;H/341;01/01/1957;Cala D´Or;SANTANYÍ;Allotjaments;;;3 estrelles;;158;Hotel;Alta;4358378.52899;CALA GRAN, 2. 07660 Cala D´Or, SANTANYÍ, Mallorca;3.2311612335827635;39.37464830984303
30;478791.751999;TIMOTHY COLIN MOSS (Y0776119K);ATLANTA;;H/342;22/06/1960;Arenal (L´);LLUCMAJOR;Allotjaments;;;1 estrella;;60;Hostal;Alta;4372270.96523;TERRAL, 50. 07600 Arenal (L´), LLUCMAJOR, Mallorca;2.7533331379480313;39.49979653186781
126;478695.753231;LLUCMAJOR PARK SL (B07650476);WHALA!BEACH SOLIMAR;;H/343;15/06/1956;Arenal (L´);LLUCMAJOR;Allotjaments;;;3 estrelles;;241;Hotel;Alta;4372527.64893;Carrer BERGA, 7. 07600 Arenal (L´), LLUCMAJOR, Mallorca;2.7522084017232564;39.5021070051
56;455468.18343;CYNTHIA JANET VITTERS (X1931615Y);BON REPOS;;H/346;01/01/1962;Santa Ponça;CALVIÀ;Allotjaments;;;3 estrelles;;107;Hotel;Alta;4373865.09387;REI SANCHO, 8. 07180 Santa Ponça, CALVIÀ, Mallorca;2.481964640953498;39.51326802769095
8;499513.19026;Business Las Ventas 2023, S.L. (B13823414);PLAYA;;H/349;22/07/1950;Colònia De Sant Jordi;SES SALINES;Allotjaments;;;2 estrelles;;15;Hostal;Alta;4351738.25325;MAJOR, 25. 07638 Colònia De Sant Jordi, SES SALINES, Mallorca;2.9943529772921473;39.315043425948126
169;467528.8307;NIU SA (A08365413);CATALONIA MAJORICA;;H/37;01/01/1935;Palma;PALMA;Allotjaments;;;4 estrelles;;299;Hotel;Alta;4378564.56002;GARITA, 3. 07015 PALMA, Mallorca;2.6220323116934705;39.55615227527465
41;470416.343978;ARRENDAMIENTOS Y EXPLOTACIONES POLLENTIA, SL (B07688591);COSTA D´OR;;H/371;25/02/1951;Llucalcari;DEIÀ;Allotjaments;;;4 estrelles;;79;Hotel;Alta;4401739.74911;LLUCALCARI, 17. 07179 Llucalcari, DEIÀ, Mallorca;2.6546047594636186;39.76506906265007
87;469431.320999;EXPLOTACIONES HOTELERAS ES MOLI SA (A07011034);ES MOLI;;H/372;01/01/1965;Deià;DEIÀ;Allotjaments;;;4 estrelles;;165;Hotel;Alta;4399774.09258;VALLDEMOSSA-DEIA, S/N. 07179 DEIÀ, Mallorca;2.6431960181228122;39.747323690356176
9;463724.387691;ACTIVITIES MALLORCA, SL (B57708885);S´HOSTAL D´ESPORLES;;H/374;01/01/1963;Esporles;ESPORLES;Allotjaments;;;1 estrella;;16;Hostal;Alta;4391058.33691;ESPANYA, 8. 07190 ESPORLES, Mallorca;2.5770648360818904;39.668570771657976
19;469757.862941;Sarabotavara, SL (B16622094);VILLAVERDE;0;H/375;09/06/1952;Deià;DEIÀ;Allotjaments;Excepció article 5.5 llei 8/2012, hotel de ciutat;;;;37;Fonda;Alta;4399827.70915;Carrer RAMON LLULL, 19. 07179 DEIÀ, Mallorca;2.6470049498774917;39.74781842968395
52;464923.423423;TORALIPO SL (B57058851);MARICEL;;H/376;01/01/1950;Cas Català-Illetes;CALVIÀ;Allotjaments;;;5 estrelles;;105;Hotel;Alta;4377171.09103;D´ANDRAITX, 11. 07181 Cas Català-Illetes, CALVIÀ, Mallorca;2.591779389113602;39.543494157152026
86;507161.756126;SASTRE CIFRE SL (B07111917);MIRAMAR;;H/379;01/01/1952;Port De Pollença;POLLENÇA;Allotjaments;;;4 estrelles;;163;Hotel;Alta;4.417500474E9;ANGLADA CAMARASA, 39. 07470 Port De Pollença, POLLENÇA, Mallorca;-177.0664563583867;14.472918203901889
38;504507.269993;Almaper GTI SLU (B57456170);CALA SANT VICENÇ;;H/381;14/07/1970;Cala Sant Vicenç;POLLENÇA;Allotjaments;;;4 estrelles;;72;Hotel;Alta;4418654.43631;Carrer MARESSERS, 2. 07469 Cala Sant Vicenç, POLLENÇA, Mallorca;3.052740201619921;39.9179731494665
64;506701.149399;HOTELERA POLLENSINA SA (A07071517);POLLENTIA;0;H/383;12/07/1956;Port De Pollença;POLLENÇA;Allotjaments;;;4 estrelles;;129;Hotel;Alta;4416238.00526;Passeig DE LONDRES S/N, S/N. 07470 POLLENÇA, Mallorca;3.0783862580545858;39.89618673515064
19;504784.033865;JUAN COLL CIFRE;LOS PINOS;;H/385;01/01/1957;Cala Sant Vicenç;POLLENÇA;Allotjaments;;;2 estrelles;;34;Hostal;Alta;4418721.46825;CAN BOTANA, S/N, S/N. 07469 Cala Sant Vicenç, POLLENÇA, Mallorca;3.0559791450362095;39.91857558416053
24;504705.781658;ARRENDAMIENTOS Y EXPLOTACIONES POLLENTIA, SL (B07688591);NIU;;H/386;01/01/1947;Cala Sant Vicenç;POLLENÇA;Allotjaments;;;4 estrelles;;48;Hotel;Alta;4418992.85985;CALA BARQUES, 5. 07469 Cala Sant Vicenç, POLLENÇA, Mallorca;3.0550654558269965;39.92102124021521
42;452653.060184;HOTEL CARABELA SL (B57169427);CARABELA;;H/387;01/01/1949;Peguera;CALVIÀ;Allotjaments;;;4 estrelles;;73;Hotel;Alta;4376569.9395;PAGUERA, 44. 07160 Peguera, CALVIÀ, Mallorca;2.4490253309281287;39.537488492941684
36;454585.694735;RUSH HOTELS BALEARS, SL (B57717183);BELLA COLINA;;H/388;01/01/1953;Peguera;CALVIÀ;Allotjaments;;;3 estrelles;;69;Hotel;Alta;4381327.7053;Carrer ATALAIA, 4. 07160 Peguera, CALVIÀ, Mallorca;2.4711889754788414;39.580460887881166
65;453422.519491;HOTEL Y APARTAMENTOS PEGUERA SL (B57926610);BAHIA;;H/389;01/01/1952;Peguera;CALVIÀ;Allotjaments;;;4 estrelles;;121;Hotel;Alta;4376437.35573;PAGUERA, 81. 07160 Peguera, CALVIÀ, Mallorca;2.4579884136246597;39.53633599418098
53;453141.085844;PLAYA CLARA SL (B57843815);PLAYAS DE PAGUERA;;H/391;01/01/1966;Peguera;CALVIÀ;Allotjaments;;;3 estrelles;;99;Hotel;Alta;4376484.20778;Avinguda BULEVARD, 70. 07160 Peguera, CALVIÀ, Mallorca;2.4547102698207426;39.53674282005171
138;513329.41;HOTEL NOVO SA (A07450349);JS HOTEL MIRAMAR;;H/398;24/03/1950;Can Picafort;SANTA MARGALIDA;Allotjaments;;;3 estrelles;;266;Hotel;Alta;4401809.51;MAGALLANES S/N, S/N. 07458 Can Picafort, SANTA MARGALIDA, Mallorca;3.1556260660289746;39.76610719824925
110;;FOUR SEASONS HOTELS SPAIN SL (B84988542);FOUR SEASONS RESORT MALLORCA AT FORMENTOR;0;H/404;01/01/1930;Port De Pollença;POLLENÇA;Allotjaments;;;5 estrelles Gran Luxe;;249;Hotel;Alta;;Zona PLAYA DE FORMENTOR, SN. 07470 Port De Pollença, POLLENÇA, Mallorca;;
74;460395.679376;HOTEL FLAMBOYAN S.L (B10522001);CARIBE;;H/408;13/04/1957;Magaluf;CALVIÀ;Allotjaments;;;4 estrelles;;114;Hotel;Alta;4373467.58251;Carrer MIQUEL ALTOLAGUIRRE, 2. 07181 Magaluf, CALVIÀ, Mallorca;2.5393076496805107;39.5099276252581
162;453001.649541;HOTELERA DEL TORMES SA (A60512191);Secrets Mallorca Villamil Resort & Spa;0;H/409;14/05/1955;Peguera;CALVIÀ;Allotjaments;Regularització de places que finalment s´ha d´autoritzar;;5 estrelles;;321;Hotel;Alta;4376572.59566;Avinguda PAGUERA, 66. 07160 Peguera, CALVIÀ, Mallorca;2.453081491091875;39.53753158190937
61;;Development Palmira, S.L. (B16998718);Aethos Mallorca;0;H/422;13/09/1958;Peguera;CALVIÀ;Allotjaments;;;5 estrelles Gran Luxe;;122;Hotel;Alta;;Carrer MADRESELVA, 2. 07160 Peguera, CALVIÀ, Mallorca;;
96;528785.137187;HOTEL FELIP1890, S.L (B57786360);THB FELIP;;H/423;01/01/1951;Portocristo;MANACOR;Allotjaments;;;4 estrelles;;182;Hotel;Alta;4376901.81014;BURDILS, 41. 07680 Portocristo, MANACOR, Mallorca;3.334990582271994;39.541301924498875
62;463940.202187;HOTEL BENDINAT, SL (B72779242);BENDINAT;;H/424;01/01/1953;Portals Nous;CALVIÀ;Allotjaments;;;4 estrelles;;119;Hotel;Alta;4375941.73274;Carrer ANDRÉS FERRET SOBRAL, 1. 07181 Portals Nous, CALVIÀ, Mallorca;2.5804036601873483;39.53237654482667
78;477646.11902;Tentmore SL (B16630147);Tent Capi Playa;;H/425;01/01/1968;Platja De Palma;PALMA;Allotjaments;;;3 estrelles;;149;Hotel;Alta;4374813.85877;COSTA BRAVA, 4. 07600 Platja De Palma, PALMA, Mallorca;2.7399233316123937;39.52268016882175
242;;SERINDERIA, S.L. (B06972814);INMOOD AUCANADA;;H/431;01/01/1954;Alcúdia;ALCÚDIA;Allotjaments;;;4 estrelles;;489;Hotel;Alta;;Camí D´ AUCANADA, S/N. 07400 ALCÚDIA, Mallorca;;
286;450353.868235;GRUPOTEL DOS SA (A07919087);PLAYA CAMP DE MAR;;H/433;01/01/1935;Camp De Mar;ANDRATX;Allotjaments;;;4 estrelles;;526;Hotel;Alta;4376701.8215;Carrer GABRIEL COVAS ALEMANY, 1. 07160 Camp De Mar, ANDRATX, Mallorca;2.422261110980539;39.53854686083728
114;;COMPAÑÍA HOTELERA PALMA BEACH, S.L. (B72863756);UNIVERSAL HOTEL NEPTUNO;;H/44;01/01/1959;Platja De Palma;PALMA;Allotjaments;;;4 estrelles;;220;Hotel;Alta;;Carrer LLAÜT, 34. 07600 Platja De Palma, PALMA, Mallorca;;
50;539416.41952;CAS BOMBU SL (B07615958);CAS BOMBU;;H/440;01/01/1967;Cala Rajada;CAPDEPERA;Allotjaments;;;2 estrelles;;91;Hostal;Alta;4395829.55427;ELIONOR SERVERA, 86. 07590 Cala Rajada, CAPDEPERA, Mallorca;3.459837694366632;39.71142029804171
127;539416.41952;S´ENTRADOR, SL (B07580897);SON MOLL;;H/441;24/06/1956;Cala Rajada;CAPDEPERA;Allotjaments;;;4 estrelles Superior;;238;Hotel;Alta;4395829.55427;TRITON,25-PLAÇA DE SON MOLL, S/N. 07590 Cala Rajada, CAPDEPERA, Mallorca;3.459837694366632;39.71142029804171
29;458478.662534;Mar y Vent Management, SL (B16431470);Son Margalida;;H/442;01/01/1953;Banyalbufar;BANYALBUFAR;Allotjaments;;;5 estrelles Gran Luxe;;55;Hotel;Alta;4393256.5209;Carrer MAJOR, 49. 07191 BANYALBUFAR, Mallorca;2.51576887654469;39.68813755287448
133;466254.081175;HOTELES SANTOS D SL (B28235190);NIXE PALACE;;H/45;21/06/1957;Cala Major;PALMA;Allotjaments;;;5 estrelles;;259;Hotel;Alta;4378194.65491;Avinguda JOAN MIRO, 269. 07015 Cala Major, PALMA, Mallorca;2.6072132166849045;39.552770124390825
94;473528.34;MARIMAT SA (A07141930);MARINA;0;H/466;18/10/1955;Port (El);SÓLLER;Allotjaments;;;4 estrelles;;154;Hotel;Alta;4404558.5;Passeig DE LA PLATJA, 5. 07108 Port (El), SÓLLER, Mallorca;2.6908238029921616;39.79056848990684
24;475617.365757;FALGUERA INVERSIONS, SL (B16521981);EL GUIA;0;H/468;01/01/1944;Sóller;SÓLLER;Allotjaments;Disposició transitòria primera de la Llei 6/2017 de 31 de juliol;;4 estrelles;;46;Hotel;Alta;4401731.69594;Carrer CASTANYER, 2. 07100 SÓLLER, Mallorca;2.7153272718198607;39.76516131618573
75;473978.843381;DAVANT LA MAR, SL (B07845571);ESPLENDIDO DE SOLLER;;H/470;16/07/1954;Port (El);SÓLLER;Allotjaments;;;4 estrelles Superior;;196;Hotel;Alta;4404772.20549;ES TRAVES, 5. 07108 Port (El), SÓLLER, Mallorca;2.696076921113493;39.792507875027944
152;473978.843381;GESTORA HOTELERA MALLORQUINA SL (B07694649);EDEN;;H/471;04/04/1957;Port (El);SÓLLER;Allotjaments;;;4 estrelles;;288;Hotel;Alta;4404772.20549;Passeig ES TRAVES, 26. 07108 Port (El), SÓLLER, Mallorca;2.696076921113493;39.792507875027944
56;455477.867688;Esclop Stay, SL (B16668873);MARISTEL;;H/502;01/01/1947;Estellencs;ESTELLENCS;Allotjaments;;;4 estrelles;;111;Hotel;Alta;4389340.27044;EUSEBIO PASCUAL, 8-9. 07192 ESTELLENCS, Mallorca;2.4810383184570033;39.65270114919517
7;;Ca n´Oliver 1947, S.L. (B21763669);MIRAMAR;0;H/505;04/08/1955;Deià;DEIÀ;Allotjaments;;;1 estrella;;14;Hostal;Alta;;Camí CA´N OLIVER S/N,  S/N. 07179 DEIÀ, Mallorca;;
45;514637.337117;HOTEL VILLA SIRENA I APARTAMENTS, SL (B16620791);VILLA SIRENA;;H/508;30/04/1951;Cala Figuera;SANTANYÍ;Allotjaments;;;2 estrelles;;90;Hotel;Alta;4353528.16396;Carrer VERGE DEL CARME, 37. 07659 Cala Figuera, SANTANYÍ, Mallorca;3.169832655958751;39.3310482972489
99;519790.289647;HOTEL CALA D´OR SA (A07120843);CALA D´OR;4838;H/512;01/01/1932;Cala D´Or;SANTANYÍ;Allotjaments;;;4 estrelles;;187;Hotel;Alta;4357824.78158;Avinguda BELGICA, 49. 07660 Cala D´Or, SANTANYÍ, Mallorca;3.2297471842953325;39.369661422043954
140;475531.966202;NOUS PROJECTES I CALCULS, SL (B57493991);Hotel Nautic & SPA;;H/52;01/01/1960;Can Pastilla;PALMA;Allotjaments;;;4 estrelles;;254;Hotel;Alta;4376189.42909;Carrer VIRGILI, 24. 07610 Can Pastilla, PALMA, Mallorca;2.715275833395867;39.53501701206233
36;470130.804989;CA´N PASTILLA SA (A07169345);COLON;;H/528;01/01/1957;Palma;PALMA;Allotjaments;;;3 estrelles;;70;Hotel;Alta;4.381270882E9;31 DE DICIEMBRE, 31. 07003 PALMA, Mallorca;-176.71525087200254;-19.554758867529745
120;;ILLA D´OR SA (A07024896);ILLA D´OR;;H/529;01/01/1928;Port De Pollença;POLLENÇA;Allotjaments;;;4 estrelles Superior;;229;Hotel;Alta;;DE COLON, 265;;
56;447317.966011;MARSSON PORT D´ANDRATX, SL (B57402802);BRISMAR;;H/530;01/01/1958;Port D´Andratx;ANDRATX;Allotjaments;;;3 estrelles;;109;Hotel;Alta;4377303.07444;Carrer ALMIRALL RIERA ALEMANY, 6. 07157 Port D´Andratx, ANDRATX, Mallorca;2.3868860756510384;39.54378319038515
41;467758.098904;MAXWELL HOTELS, SLU (B57645160);FELIZ;;H/532;01/01/1955;Palma;PALMA;Allotjaments;;;1 estrella;;79;Hotel;Alta;4379088.65973;Avinguda JOAN MIRO, 74. 07015 PALMA, Mallorca;2.6246755120522214;39.560883217060514
25;471615.003618;LANGOSTA HOTEL Y RESTAURANTE SL (B07846488);PORTIXOL;;H/534;25/07/1957;Palma;PALMA;Allotjaments;;;4 estrelles Superior;;46;Hotel;Alta;4379019.17018;Carrer SIRENA, 27. 07006 PALMA, Mallorca;2.66957554589283;39.560393411139934
165;465211.11971;ARABELLA HOSPITALITY ESPAÑA, SL (B57710071);CASTILLO HOTEL SON VIDA;;H/535;01/01/1961;Palma;PALMA;Allotjaments;;;5 estrelles;;333;Hotel;Alta;4382679.39793;RAIXA, 2. URBANITZACIÓ SON VIDA, S/N. 07013 PALMA, Mallorca;2.594838755410536;39.593137087354485
180;477592.624902;S´ARENAL BLAU, S.L. (B07603046);ACAPULCO PLAYA;;H/543;23/07/1958;Platja De Palma;PALMA;Allotjaments;;;4 estrelles;;354;Hotel;Alta;4.374768723E9;COSTA BRAVA, 2. 07610 PALMA, Mallorca;-176.7404672609278;39.208278862612765
